title,date,description,image,image_alt
Lager with Loggers,April 2019,"An evening event featuring music, food, drink, and local historians. Hosted by the Potlatch Historical Society in the Freight Room at the WI&M Depot, with help from the U of Idaho Dept of English, the Idaho Humanities Council and The Latah County Community Foundation.",lager_with_loggers_poster_blue.jpg,Poster for lager with loggers by Karen Rohn
